comYear,comVolume,comBookId,term,sessionPeriod,sessionTimes,meetingTimes,meetingDate,meetingName,subject,pageStart,pageEnd,docUrl,selectTerm,
113,35,,11,01,09,null,1130430,立法院第11屆第1會期程序委員會第9次會議紀錄,程序委員會第9次會議審定本院第11屆第1會期第12次會議議事日程及人民請願案,   387,   426,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/35/LCIDC01_1133501_00011.doc,1101,
113,35,,11,01,null,null,1130506,立法院第11屆第1會期外交及國防、司法及法制委員會「陸海空軍懲罰法修正草案及軍人權益事件處理法草案」公聽會紀錄,外交及國防、司法及法制委員會「陸海空軍懲罰法修正草案及軍人權益事件處理法草案」公聽會,   427,   484,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/35/LCIDC01_1133501_00012.doc,1101,
113,36,,11,01,16,null,1130501,立法院第11屆第1會期外交及國防委員會第16次全體委員會議紀錄,外交及國防委員會第16次會議邀請國家安全局局長蔡明彥、行政院國土安全辦公室報告「如何強化國家關鍵基礎設施之韌性，以因應國安新型態風險威脅」，並備質詢,     1,    50,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/36/LCIDC01_1133601_00002.doc,1101,
113,36,,11,01,11,null,1130501,立法院第11屆第1會期財政委員會第11次全體委員會議紀錄,財政委員會第11次會議邀請行政院主計總處朱主計長澤民、財政部莊部長翠雲、經濟部、國家發展委員會、勞動部就「如何改善受僱人員報酬占GDP比重偏低現象，導引企業與勞工共享獲利，提升我國勞工實質薪資」進行專題報告，並備質詢,    51,   122,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/36/LCIDC01_1133601_00003.doc,1101,
113,36,,11,01,null,null,1130502,立法院第11屆第1會期司法及法制委員會「失控的正義1─又要我們『共體時艱』！如何簡化偵查、審判訴訟程序與書類製作及人力增補」公聽會紀錄,司法及法制委員會公聽會「失控的正義1─又要我們『共體時艱』！如何簡化偵查、審判訴訟程序與書類製作及人力增補」公聽會,   123,   344,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/36/LCIDC01_1133601_00004.doc,1101,
113,36,,11,01,15,null,1130429,立法院第11屆第1會期內政委員會第15次全體委員會議紀錄,內政委員會第15次會議一、「新住民權益保障法草案」及「新住民基本法草案」：(一)審查委員羅美玲等22人擬具「新住民權益保障法草案」案、(二)審查台灣民眾黨黨團擬具「新住民基本法草案」案、(三)審查委員張智倫等18人擬具「新住民基本法草案」案、(四)審查國民黨黨團擬具「新住民基本法草案」案、(五)審查委員蘇巧慧等26人擬具「新住民基本法草案」案；二、繼續審查委員鄭天財SraKacaw等20人擬具「原住民族基本法增訂第二十條之一條文草案」案（113年4月29日、113年5月1日為一次會）,   345,   448,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/36/LCIDC01_1133601_00005.doc,1101,
113,36,,11,01,15,null,1130501,立法院第11屆第1會期內政委員會第15次全體委員會議紀錄,內政委員會第15次會議邀請內政部、交通部、大陸委員會、財團法人海峽交流基金會、原住民族委員會就「針對陸方開放大陸觀光客來台具體回應及作為」進行專題報告，並備質詢（113年4月29日、113年5月1日為一次會）,   449,   506,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/36/LCIDC01_1133601_00006.doc,1101,
113,37,,11,01,01,null,1130501,立法院第11屆第1會期司法及法制、交通委員會第1次聯席會議紀錄,司法及法制、交通委員會第1次聯席會議併案審查(一)委員傅崐萁等33人擬具「國家通訊傳播委員會組織法第四條條文修正草案」案、(二)委員傅崐萁等41人擬具「國家通訊傳播委員會組織法第四條、第八條及第十條條文修正草案」案、(三)委員洪孟楷等25人擬具「國家通訊傳播委員會組織法第四條及第十條條文修正草案」案、(四)委員翁曉玲等18人擬具「國家通訊傳播委員會組織法第四條條文修正草案」案,     1,   130,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/37/LCIDC01_1133701_00002.doc,1101,
113,37,,11,01,01,null,1130429,立法院第11屆第1會期社會福利及衛生環境、司法及法制委員會第1次聯席會議紀錄,社會福利及衛生環境、司法及法制委員會第1次聯席會議審查一、委員黃捷等20人擬具「兒童及少年性剝削防制條例第三十六條、第三十九條及第五十一條條文修正草案」案；二、委員林岱樺等20人擬具「兒童及少年性剝削防制條例第八條、第三十九條及第四十七條條文修正草案」案；三、委員陳亭妃等16人擬具「兒童及少年性剝削防制條例第二條、第三十九條及第四十四條條文修正草案」案；四、委員蘇清泉等24人擬具「兒童及少年性剝削防制條例第三十九條條文修正草案」案；五、委員郭昱晴等16人擬具「兒童及少年性剝削防制條例第三十八條及第三十九條條文修正草案」案；六、委員葛如鈞等16人擬具「兒童及少年性剝削防制條例第三十九條及第四十四條條文修正草案」案；七、委員徐巧芯等24人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；八、委員陳冠廷等18人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；九、委員黃健豪等17人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；十、委員林宜瑾等26人擬具「兒童及少年性剝削防制條例增訂第三十九條之一條文草案」案；十一、委員李坤城等22人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；十二、委員沈伯洋等19人擬具「兒童及少年性剝削防制條例第三十九條條文修正草案」案；十三、委員廖偉翔等17人擬具「兒童及少年性剝削防制條例第三十條條文修正草案」案；十四、委員廖偉翔等18人擬具「兒童及少年性剝削防制條例第三十九條及第四十四條條文修正草案」案；十五、委員廖偉翔等17人擬具「兒童及少年性剝削防制條例增訂第四十一條之一條文草案」案；十六、委員王育敏等19人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；十七、委員黃建賓等18人擬具「兒童及少年性剝削防制條例第三十九條及第五十一條條文修正草案」案；十八、委員許宇甄等26人擬具「兒童及少年性剝削防制條例第二條及第三十八條條文修正草案」案；十九、委員王世堅等16人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十、委員陳菁徽等16人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十一、委員王美惠等18人擬具「兒童及少年性剝削防制條例第三十九條條文修正草案」案；二十二、國民黨黨團擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十三、委員王鴻薇等21人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十四、委員萬美玲等20人擬具「兒童及少年性剝削防制條例第四十四條、第五十一條及第五十三條之一條文修正草案」案；二十五、委員賴士葆等22人擬具「兒童及少年性剝削防制條例第三十九條條文修正草案」案；二十六、委員鍾佳濱等19人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十七、委員何欣純等16人擬具「兒童及少年性剝削防制條例第三十九條及第五十一條條文修正草案」案；二十八、委員劉建國等16人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十九、委員柯志恩等19人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；三十、委員陳素月等18人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；三十一、委員范雲等17人擬具「兒童及少年性剝削防制條例部分條,   131,   356,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/37/LCIDC01_1133701_00003.doc,1101,
113,37,,11,01,01,null,1130501,立法院第11屆第1會期社會福利及衛生環境、司法及法制委員會第1次聯席會議紀錄,社會福利及衛生環境、司法及法制委員會第1次聯席會議審查一、委員黃捷等20人擬具「兒童及少年性剝削防制條例第三十六條、第三十九條及第五十一條條文修正草案」案；二、委員林岱樺等20人擬具「兒童及少年性剝削防制條例第八條、第三十九條及第四十七條條文修正草案」案；三、委員陳亭妃等16人擬具「兒童及少年性剝削防制條例第二條、第三十九條及第四十四條條文修正草案」案；四、委員蘇清泉等24人擬具「兒童及少年性剝削防制條例第三十九條條文修正草案」案；五、委員郭昱晴等16人擬具「兒童及少年性剝削防制條例第三十八條及第三十九條條文修正草案」案；六、委員葛如鈞等16人擬具「兒童及少年性剝削防制條例第三十九條及第四十四條條文修正草案」案；七、委員徐巧芯等24人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；八、委員陳冠廷等18人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；九、委員黃健豪等17人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；十、委員林宜瑾等26人擬具「兒童及少年性剝削防制條例增訂第三十九條之一條文草案」案；十一、委員李坤城等22人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；十二、委員沈伯洋等19人擬具「兒童及少年性剝削防制條例第三十九條條文修正草案」案；十三、委員廖偉翔等17人擬具「兒童及少年性剝削防制條例第三十條條文修正草案」案；十四、委員廖偉翔等18人擬具「兒童及少年性剝削防制條例第三十九條及第四十四條條文修正草案」案；十五、委員廖偉翔等17人擬具「兒童及少年性剝削防制條例增訂第四十一條之一條文草案」案；十六、委員王育敏等19人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；十七、委員黃建賓等18人擬具「兒童及少年性剝削防制條例第三十九條及第五十一條條文修正草案」案；十八、委員許宇甄等26人擬具「兒童及少年性剝削防制條例第二條及第三十八條條文修正草案」案；十九、委員王世堅等16人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十、委員陳菁徽等16人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十一、委員王美惠等18人擬具「兒童及少年性剝削防制條例第三十九條條文修正草案」案；二十二、國民黨黨團擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十三、委員王鴻薇等21人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十四、委員萬美玲等20人擬具「兒童及少年性剝削防制條例第四十四條、第五十一條及第五十三條之一條文修正草案」案；二十五、委員賴士葆等22人擬具「兒童及少年性剝削防制條例第三十九條條文修正草案」案；二十六、委員鍾佳濱等19人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十七、委員何欣純等16人擬具「兒童及少年性剝削防制條例第三十九條及第五十一條條文修正草案」案；二十八、委員劉建國等16人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；二十九、委員柯志恩等19人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；三十、委員陳素月等18人擬具「兒童及少年性剝削防制條例部分條文修正草案」案；三十一、委員范雲等17人擬具「兒童及少年性剝削防制條例部分條,   357,   440,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/37/LCIDC01_1133701_00004.doc,1101,
113,38,,11,01,16,null,1130502,立法院第11屆第1會期內政委員會第16次全體委員會議紀錄,內政委員會第16次會議一、審查委員高金素梅等24人擬具「姓名條例部分條文修正草案」案；二、審查委員鄭天財SraKacaw等21人擬具「姓名條例部分條文修正草案」案；三、審查委員伍麗華SaidhaiTahovecahe等16人擬具「姓名條例第二條及第四條條文修正草案」案,     1,    72,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/38/LCIDC01_1133801_00002.doc,1101,
113,38,,11,01,17,null,1130502,立法院第11屆第1會期外交及國防委員會第17次全體委員會議紀錄,外交及國防委員會第17次會議邀請外交部部長吳釗燮報告「外交部如何構建友善工作環境暨人員心理輔導具體做法」，並備質詢,    73,   104,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/38/LCIDC01_1133801_00003.doc,1101,
113,38,,11,01,null,null,1130506,立法院第11屆第1會期社會福利及衛生環境委員會舉行「全民健康保險醫療給付費用總額之現況與展望」公聽會紀錄,社會福利及衛生環境委員會舉行「全民健康保險醫療給付費用總額之現況與展望」公聽會,   105,   168,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/38/LCIDC01_1133801_00004.doc,1101,
113,38,,11,01,10,null,1130429,立法院第11屆第1會期經濟委員會第10次全體委員會議紀錄,經濟委員會第10次會議繼續審查113年度中央政府總預算案附屬單位預算營業部分關於經濟部主管：台灣自來水股份有限公司（處理）（113年4月29日、113年5月1日、113年5月2日為一次會）,   169,   194,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/38/LCIDC01_1133801_00005.doc,1101,
113,38,,11,01,10,null,1130501,立法院第11屆第1會期經濟委員會第10次全體委員會議紀錄,經濟委員會第10次會議繼續審查113年度中央政府總預算案附屬單位預算非營業部分關於經濟部主管：經濟作業基金、水資源作業基金、經濟特別收入基金、核能發電後端營運基金（處理）（113年4月29日、113年5月1日、113年5月2日為一次會）,   195,   418,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/38/LCIDC01_1133801_00006.doc,1101,
113,38,,11,01,10,null,1130502,立法院第11屆第1會期經濟委員會第10次全體委員會議紀錄,經濟委員會第10次會議審查：一、行政院函請審議「中小企業發展條例部分條文修正草案」案；二、本院委員柯志恩等17人擬具「中小企業發展條例第三十六條之二條文修正草案」案；三、本院委員賴士葆等19人擬具「中小企業發展條例第三十六條之二條文修正草案」案；四、本院委員楊瓊瓔等16人擬具「中小企業發展條例第三十六條之二條文修正草案」案；五、本院委員楊瓊瓔等16人擬具「中小企業發展條例增訂第三十六條之四條文草案」案；六、本院台灣民眾黨黨團擬具「中小企業發展條例部分條文修正草案」案；七、本院國民黨黨團擬具「中小企業發展條例第三十六條之二條文修正草案」案；八、本院委員張智倫等19人擬具「中小企業發展條例第三十五條、第三十六條之二及第四十條條文修正草案」案；九、本院委員王世堅等16人擬具「中小企業發展條例第三十五條、第三十六條之二及第四十條條文修正草案」案；十、本院委員郭國文等19人擬具「中小企業發展條例第三十六條之二條文修正草案」案；十一、本院委員邱議瑩等29人擬具「中小企業發展條例部分條文修正草案」案（113年4月29日、113年5月1日、113年5月2日為一次會）,   419,   510,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/38/LCIDC01_1133801_00007.doc,1101,
113,39,,11,01,01,null,1130502,立法院第11屆第1會期財政、內政、經濟、教育及文化、交通、社會福利及衛生環境委員會第1次聯席會議紀錄,財政、內政、經濟、教育及文化、交通、社會福利及衛生環境委員會第1次聯席會議審查或處理「中央政府前瞻基礎建設計畫第4期特別預算（112至113年度）」及「中央政府疫後強化經濟與社會韌性及全民共享經濟成果特別預算」決議：一、有關教育部主管預算凍結書面報告案4案；二、有關經濟部主管預算凍結書面報告案9案；三、有關交通部主管預算凍結書面報告案14案；四、有關行政院農業委員會主管預算凍結書面報告案3案；五、有關衛生福利部主管預算凍結書面報告案11案；六、有關文化部主管預算凍結書面報告案1案；七、有關數位發展部主管預算凍結書面報告案7案；八、有關原住民族委員會預算凍結書面報告案1案；九、有關內政部主管預算凍結書面報告案3案；十、有關行政院環境保護署預算凍結書面報告案1案；十一、有關國家科學及技術委員會主管預算凍結書面報告案2案,     1,   122,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/39/LCIDC01_1133901_00002.doc,1101,
113,39,,11,01,10,null,1130502,立法院第11屆第1會期交通委員會第10次全體委員會議紀錄,交通委員會第10次會議一、邀請行政院公共工程委員會、勞動部就「公共工程職業安全衛生改善暨降低職業災害辦理情形」進行專題報告，並備質詢；二、審查113年度中央政府總預算關於行政院公共工程委員會預算凍結案計7案,   123,   166,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/39/LCIDC01_1133901_00003.doc,1101,
113,39,,11,01,14,null,1130502,立法院第11屆第1會期社會福利及衛生環境委員會第14次全體委員會議紀錄,社會福利及衛生環境委員會第14次會議審查一、委員王育敏等18人擬具「全民健康保險法第六十二條條文修正草案」案；二、委員蘇清泉等27人擬具「全民健康保險法第六十二條條文修正草案」案；三、國民黨黨團擬具「全民健康保險法第六十二條條文修正草案」案,   167,   242,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/39/LCIDC01_1133901_00004.doc,1101,
113,39,,11,01,10,null,1130429,立法院第11屆第1會期教育及文化委員會第10次全體委員會議紀錄,教育及文化委員會第10次會議邀請文化部、教育部、內政部、法務部、金融監督管理委員會、數位發展部及行政院主計總處列席就「表演及運動賽事黃牛票氾濫，相關單位取締、防範及執法成效」進行專題報告，並備質詢（113年4月29日、113年5月2日為一次會）,   243,   310,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/39/LCIDC01_1133901_00005.doc,1101,
113,39,,11,01,10,null,1130502,立法院第11屆第1會期教育及文化委員會第10次全體委員會議紀錄,教育及文化委員會第10次會議一、邀請教育部列席就「『偏遠地區學校教育發展條例』施行迄今之成效及檢討」進行專題報告，並備質詢；二、審查(一)委員柯志恩等18人擬具「偏遠地區學校教育發展條例第八條條文修正草案」案、(二)委員魯明哲等24人擬具「偏遠地區學校教育發展條例第十六條條文修正草案」案、(三)委員馬文君等17人擬具「偏遠地區學校教育發展條例第十六條及第十九條條文修正草案」案、(四)委員盧縣一等20人擬具「偏遠地區學校教育發展條例第八條、第十二條及第二十一條條文修正草案」案（僅進行詢答）（113年4月29日、113年5月2日為一次會）,   311,   378,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/39/LCIDC01_1133901_00006.doc,1101,
113,40,二,11,01,19,null,1130506,立法院第11屆第1會期司法及法制委員會第19次全體委員會議紀錄,司法及法制委員會第19次會議一、繼續審查(一)民進黨黨團擬具「立法委員行為法第七條之一及第三十條條文修正草案」案、(二)委員賴瑞隆等16人擬具「立法委員行為法部分條文修正草案」案、(三)委員范雲等18人擬具「立法委員行為法第七條條文修正草案」案；二、繼續審查民進黨黨團擬具「立法院議事規則第四十七條、第四十八條及第五十二條條文修正草案」案,   371,   392,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/40/LCIDC01_1134002_00011.doc,1101,
113,40,二,11,01,10,null,1130507,立法院第11屆第1會期程序委員會第10次會議紀錄,程序委員會第10次會議審定本院第11屆第1會期第13次會議議事日程及人民請願案,   393,   446,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/40/LCIDC01_1134002_00012.doc,1101,
113,41,,11,01,01,null,1130506,立法院第11屆第1會期財政、內政委員會第1次聯席會議紀錄,財政、內政委員會第1次聯席會議審查本院委員賴士葆等22人、委員傅崐萁等20人分別擬具「地方稅法通則第四條條文修正草案」等2案,     1,    58,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/41/LCIDC01_1134101_00002.doc,1101,
113,41,,11,01,11,null,1130506,立法院第11屆第1會期交通委員會第11次全體委員會議紀錄,交通委員會第11次會議邀請交通部部長王國材「針對台鐵票價上漲暨列車準點率提升作為」進行專題報告，並備質詢,    59,   108,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/41/LCIDC01_1134101_00003.doc,1101,
113,41,,11,01,11,null,1130508,立法院第11屆第1會期經濟委員會第11次全體委員會議紀錄,經濟委員會第11次會議一、審查113年度中央政府總預算有關農業部及所屬主管預算凍結案等3案；二、審查本院委員陳冠廷等30人擬具「農產品市場交易法第三十五條條文修正草案」案,   109,   198,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/41/LCIDC01_1134101_00004.doc,1101,
113,41,,11,01,20,null,1130508,立法院第11屆第1會期司法及法制委員會第20次全體委員會議紀錄,司法及法制委員會第20次會議一、繼續審查(一)民進黨黨團擬具「立法委員行為法第七條之一及第三十條條文修正草案」案、(二)委員賴瑞隆等16人擬具「立法委員行為法部分條文修正草案」案、(三)委員范雲等18人擬具「立法委員行為法第七條條文修正草案」案；二、繼續審查民進黨黨團擬具「立法院議事規則第四十七條、第四十八條及第五十二條條文修正草案」案；三、繼續審查民進黨黨團擬具「立法院職權行使法部分條文修正草案」案,   199,   224,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/41/LCIDC01_1134101_00005.doc,1101,
113,41,,11,01,null,null,1130509,立法院第11屆第1會期教育及文化委員會「青年基本法草案」公聽會紀錄,教育及文化委員會會議「青年基本法草案」公聽會,   225,   276,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/41/LCIDC01_1134101_00006.doc,1101,
113,42,一,11,01,18,null,1130508,立法院第11屆第1會期外交及國防委員會第18次全體委員會議紀錄,外交及國防委員會第18次會議一、處理院會交付113年度中央政府總預算決議，國防部主管預算凍結案等89案；二、處理院會交付113年度中央政府總預算決議，外交部主管預算凍結案等16案；三、處理院會交付113年度中央政府總預算決議，國家安全局預算凍結案等9案；四、處理院會交付113年度中央政府總預算決議，僑務委員會主管預算凍結案等13案；五、處理院會交付113年度中央政府總預算決議，國軍退除役官兵輔導委員會主管預算凍結案等14案,     1,    68,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/42/LCIDC01_1134201_00002.doc,1101,
113,42,一,11,01,17,null,1130508,立法院第11屆第1會期內政委員會第17次全體委員會議紀錄,內政委員會第17次會議一、審查委員楊瓊瓔等20人「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；二、審查委員黃捷等22人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；三、審查委員吳沛憶等20人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；四、審查委員鄭天財SraKacaw等19人擬具「地方民意代表費用支給及村里長事務補助費補助條例部分條文修正草案」案；五、審查委員羅智強等25人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；六、審查委員羅美玲等18人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；七、審查委員呂玉玲等19人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；八、審查委員吳思瑤等17人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；九、審查委員陳超明等18人擬具「地方民意代表費用支給及村里長事務補助費補助條例增訂第七條之一條文草案」案；十、審查委員李柏毅等17人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；十一、審查委員黃健豪等17人擬具「地方民意代表費用支給及村里長事務補助費補助條例增訂第七條之一條文草案」案；十二、審查委員徐巧芯等28人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；十三、審查委員莊瑞雄等18人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；十四、審查委員高金素梅等29人擬具「地方民意代表費用支給及村里長事務補助費補助條例第七條條文修正草案」案；十五、審查委員林思銘等26人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；十六、審查委員王美惠等17人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；十七、審查委員盧縣一等19人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條、第七條及第九條條文修正草案」案；十八、審查委員蔡易餘等19人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；十九、審查委員范雲等17人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；二十、審查委員許宇甄等16人擬具「地方民意代表費用支給及村里長事務補助費補助條例第七條條文修正草案」案；二十一、審查委員黃秀芳等19人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；二十二、審查委員鍾佳濱等27人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；二十三、審查委員陳瑩等17人擬具「地方民意代表費用支給及村里長事務補助費補助條例第五條、第六條及第七條條文修正草案」案；二十四、審查委員伍麗華SaidhaiTahovecahe等17人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」案；二十五、審查委員陳素月等21人擬具「,    69,   276,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/42/LCIDC01_1134201_00003.doc,1101,
113,42,二,11,01,17,null,1130509,立法院第11屆第1會期內政委員會第17次全體委員會議紀錄,內政委員會第17次會議一、繼續審查行政院函請審議「海洋保育法草案」案；二、繼續審查委員楊瓊瓔等20人擬具「海洋保育法草案」案；三、繼續審查委員伍麗華SaidhaiTahovecahe等16人擬具「海洋保育法草案」案；四、繼續審查委員王美惠等17人擬具「海洋保育法草案」案；五、繼續審查委員黃捷等18人擬具「海洋保育法草案」案；六、繼續審查委員羅廷瑋等18人擬具「海洋保育法草案」案；七、繼續審查委員鄭天財SraKacaw等19人擬具「海洋保育法草案」案；八、繼續審查委員蘇巧慧等16人擬具「海洋保育法草案」案；九、繼續審查委員羅美玲等17人擬具「海洋保育法草案」案；十、繼續審查委員許宇甄等20人擬具「海洋保育法草案」案；十一、繼續審查委員莊瑞雄等20人擬具「海洋保育法草案」案；十二、審查委員洪申翰等16人擬具「海洋保育法草案」案；十三、審查台灣民眾黨黨團擬具「海洋保育法草案」案；十四、審查委員賴瑞隆等18人擬具「海洋保育法草案」案；十五、審查委員高金素梅等22人擬具「海洋保育法草案」案；十六、審查委員陳亭妃等16人擬具「海洋保育法草案」案；十七、審查委員蔡易餘等19人擬具「海洋保育法草案」案；十八、審查委員吳琪銘等18人擬具「海洋保育法草案」案；（113年5月8日、113年5月9日為一次會）,     1,   474,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/42/LCIDC01_1134202_00002.doc,1101,
113,42,三,11,01,02,null,1130508,立法院第11屆第1會期外交及國防、司法及法制委員會第2次聯席會議紀錄,委員會紀錄外交及國防、司法及法制委員會第2次聯席會議一、行政院函請審議「陸海空軍懲罰法修正草案」案；二、本院委員徐巧芯等18人擬具「陸海空軍懲罰法部分條文修正草案」案；三、行政院函請審議「軍人權益事件處理法草案」案；四、本院委員徐巧芯等20人擬具「軍人權益事件處理法草案」案（逐條審查）（113年5月8日、113年5月9日為一次會）,     1,   282,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/42/LCIDC01_1134203_00002.doc,1101,
113,42,三,11,01,02,null,1130509,立法院第11屆第1會期外交及國防、司法及法制委員會第2次聯席委員會議紀錄,委員會紀錄外交及國防、司法及法制委員會第2次聯席會議繼續審查：一、行政院函請審議「陸海空軍懲罰法修正草案」案；二、本院委員徐巧芯等18人擬具「陸海空軍懲罰法部分條文修正草案」案；三、行政院函請審議「軍人權益事件處理法草案」案；四、本院委員徐巧芯等20人擬具「軍人權益事件處理法草案」案（逐條審查）（113年5月8日、113年5月9日為一次會）,   283,   312,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/42/LCIDC01_1134203_00003.doc,1101,
113,43,,11,01,11,null,1130508,立法院第11屆第1會期教育及文化委員會第11次全體委員會議紀錄,教育及文化委員會第11次會議邀請國立故宮博物院院長蕭宗煌列席就「回首百年放眼未來─故宮定位與部會級博物館公共責任總檢討」進行專題報告，並備質詢,     1,    64,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/43/LCIDC01_1134301_00002.doc,1101,
113,43,,11,01,21,null,1130509,立法院第11屆第1會期司法及法制委員會第21次全體委員會議紀錄,司法及法制委員會第21次會議一、邀請司法院、法務部及金融監督管理委員會率所屬相關單位列席就「強制執行保單解約償債未符比例原則紛爭頻傳亂象如何解」進行專題報告，並備質詢；二、處理113年度中央政府總預算關於司法院及所屬主管預算凍結項目共8案,    65,   122,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/43/LCIDC01_1134301_00003.doc,1101,
113,43,,11,01,18,null,1130513,立法院第11屆第1會期內政委員會第18次全體委員會議紀錄,內政委員會第18次會議一、邀請原住民族委員會主任委員、財團法人原住民族文化事業基金會董事長、財團法人原住民族語言研究發展基金會董事長就「搬遷原住民族語言傳播大樓整備事宜暨調動工作地點後員工各項權益是否合乎勞動基準法」進行專題報告，並備質詢；二、邀請原住民族委員會主任委員、財團法人原住民族文化事業基金會董事長、客家委員會主任委員、財團法人客家公共傳播基金會董事長就「營運情形暨如何因應新媒體發展趨勢」進行專題報告，並備質詢,   123,   190,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/43/LCIDC01_1134301_00004.doc,1101,
