comYear,comVolume,comBookId,term,sessionPeriod,sessionTimes,meetingTimes,meetingDate,meetingName,subject,pageStart,pageEnd,docUrl,selectTerm,
113,32,,11,01,01,null,1130424,立法院第11屆第1會期外交及國防、司法及法制委員會第1次聯席會議紀錄,外交及國防委員會、司法及法制委員會第1次聯席會議一、審查行政院函請審議「陸海空軍懲罰法修正草案」案；二、審查本院委員徐巧芯等18人擬具「陸海空軍懲罰法部分條文修正草案」案；三、審查行政院函請審議「軍人權益事件處理法草案」案；四、審查本院委員徐巧芯等20人擬具「軍人權益事件處理法草案」案,   251,   304,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/32/LCIDC01_1133201_00007.doc,1101,
113,33,,11,01,14,null,1130424,立法院第11屆第1會期內政委員會第14次全體委員會議紀錄,內政委員會第14次會議一、處理113年度中央政府總預算案有關內政部主管預算凍結書面報告案計24案；二、審查內政部函送國家住宅及都市更新中心113年度預算凍結書面報告案計1案；三、審查113年度中央政府總預算案有關內政部主管預算凍結書面報告案計6案；四、審查國籍法部分條文修正草案：(一)行政院函請審議「國籍法部分條文修正草案」案、(二)委員羅美玲等18人擬具「國籍法增訂第六條之一條文草案」案、(三)委員羅美玲等21人擬具「國籍法第四條條文修正草案」案、(四)委員蘇巧慧等18人擬具「國籍法第二條及第七條條文修正草案」案、(五)委員陳培瑜等18人擬具「國籍法增訂第六條之一條文草案」案、(六)委員鄭天財SraKacaw等19人擬具「國籍法部分條文修正草案」案、(七)委員陳玉珍等18人擬具「國籍法第四條及第七條條文修正草案」案、(八)委員林宜瑾等21人擬具「國籍法部分條文修正草案」案、(九)委員王美惠等19人擬具「國籍法部分條文修正草案」案、(十)委員吳沛憶等17人擬具「國籍法第四條條文修正草案」案、(十一)委員莊瑞雄等17人擬具「國籍法部分條文修正草案」案、(十二)委員鍾佳濱等16人擬具「國籍法部分條文修正草案」案、(十三)委員黃捷等20人擬具「國籍法第五條及第九條條文修正草案」案、(十四)委員王定宇等20人擬具「國籍法第二條及第十九條條文修正草案」案、(十五)委員林岱樺等17人擬具「國籍法第二條及第六條條文修正草案」案、(十六)台灣民眾黨黨團擬具「國籍法第四條及第七條條文修正草案」案,     1,   114,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/33/LCIDC01_1133301_00002.doc,1101,
113,33,,11,01,09,null,1130424,立法院第11屆第1會期經濟委員會第9次全體委員會議紀錄,經濟委員會第9次會議一、處理或審查113年度中央政府總預算有關經濟部及所屬主管預算凍結案等21案；二、審查：(一)行政院函請審議「工廠管理輔導法第二十八條之十四、第三十一條及第三十九條條文修正草案」案、(二)本院委員黃捷等17人擬具「工廠管理輔導法部分條文修正草案」案、(三)本院委員黃建賓等17人擬具「工廠管理輔導法第二十八條之十四、第三十一條及第三十九條條文修正草案」案、(四)本院委員林思銘等23人擬具「工廠管理輔導法第二十二條及第二十九條條文修正草案」案、(五)本院委員王美惠等18人擬具「工廠管理輔導法第三十一條條文修正草案」案、(六)本院委員邱議瑩等16人擬具「工廠管理輔導法第三十一條條文修正草案」案、(七)本院委員蔡易餘等20人擬具「工廠管理輔導法第二十八條之十四、第三十一條及第三十九條條文修正草案」案、(八)本院委員馬文君等18人擬具「工廠管理輔導法第二十八條之十四及第三十一條條文修正草案」案、(九)本院委員鍾佳濱等17人擬具「工廠管理輔導法部分條文修正草案」案、(十)本院委員楊瓊瓔等16人擬具「工廠管理輔導法第二十八條之十四、第三十一條及第三十九條條文修正草案」案、(十一)本院台灣民眾黨黨團擬具「工廠管理輔導法第二十八條之十四、第三十一條及第三十九條條文修正草案」案,   115,   186,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/33/LCIDC01_1133301_00003.doc,1101,
113,33,,11,01,16,null,1130424,立法院第11屆第1會期司法及法制委員會第16次全體委員會議紀錄,司法及法制委員會第16次會議邀請司法院秘書長、法務部部長率所屬相關單位列席就「如何透過行政簡化、訴訟減量與科技運用以降低基層司法體系負擔之成效與精進期程」進行專案報告，並備質詢,   187,   250,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/33/LCIDC01_1133301_00004.doc,1101,
113,33,,11,01,09,null,1130424,立法院第11屆第1會期教育及文化委員會第9次全體委員會議紀錄,教育及文化委員會第9次會議一、核能安全委員會主任陳東陽、外交部、交通部、衛生福利部、農業部、海洋委員會列席就「我國周遭海域含氚廢水監控與因應」進行專題報告，並備質詢；二、審查113年度中央政府總預算有關核能安全委員會主管預算（公務預算）解凍案4案（113年4月24日、113年4月25日為一次會）,   251,   308,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/33/LCIDC01_1133301_00005.doc,1101,
113,33,,11,01,09,null,1130425,立法院第11屆第1會期教育及文化委員會第9次全體委員會議紀錄,教育及文化委員會第9次會議文化部次長列席就「跨族群、跨平台、跨語言兒少服務計畫─公視第3台轉型兒少頻道」進行專題報告，並備質詢（113年4月24日、113年4月25日為一次會）,   309,   374,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/33/LCIDC01_1133301_00006.doc,1101,
113,34,,11,01,17,null,1130425,立法院第11屆第1會期司法及法制委員會第17次全體委員會議紀錄,司法及法制委員會第17次會議一、繼續審查(一)民進黨黨團擬具「立法院組織法部分條文修正草案」案、(二)委員高金素梅等23人擬具「立法院組織法第三十二條條文修正草案」案、(三)委員賴瑞隆等16人擬具「立法院組織法第三條、第五條及第三十二條條文修正草案」案、(四)委員高金素梅等17人擬具「立法院組織法第三十三條條文修正草案」案；二、繼續審查(一)民進黨黨團擬具「立法委員行為法第七條之一及第三十條條文修正草案」案、(二)委員賴瑞隆等16人擬具「立法委員行為法部分條文修正草案」案、(三)委員范雲等18人擬具「立法委員行為法第七條條文修正草案」案；三、繼續審查(一)民進黨黨團擬具「立法院議事規則第四十七條、第四十八條及第五十二條條文修正草案」案、(二)委員賴瑞隆等16人擬具「立法院議事規則第九條、第二十二條及第五十條條文修正草案」案；四、(一)繼續審查民進黨黨團擬具「立法院職權行使法部分條文修正草案」案、(二)繼續審查委員呂玉玲等17人擬具「立法院職權行使法第十五條之一條文修正草案」案、(三)繼續審查委員呂玉玲等16人擬具「立法院職權行使法增訂第二十八條之三及第二十八條之四條文草案」案、(四)繼續審查委員鄭天財SraKaaw等19人擬具「立法院職權行使法部分條文修正草案」案、(五)繼續審查委員翁曉玲等17人擬具「立法院職權行使法部分條文修正草案」案、(六)審查委員羅智強等22人擬具「立法院職權行使法第二十五條條文修正草案」案,     1,   160,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/34/LCIDC01_1133401_00002.doc,1101,
113,34,,11,01,13,null,1130422,立法院第11屆第1會期社會福利及衛生環境委員會第13次全體委員會議紀錄,社會福利及衛生環境委員會第13次會議邀請環境部部長、交通部、經濟部、內政部警政署就「噪音管制與加速推動排氣管噪音認證」進行專題報告，並備質詢（113年4月22日、113年4月24日、113年4月25日為一次會）,   161,   252,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/34/LCIDC01_1133401_00003.doc,1101,
113,34,,11,01,13,null,1130424,立法院第11屆第1會期社會福利及衛生環境委員會第13次全體委員會議紀錄,社會福利及衛生環境委員會第13次會議一、邀請衛生福利部部長就「家暴零容忍─檢討112年家庭暴力防治法修正施行概況」進行專題報告，並備質詢；二、邀請衛生福利部部長、國家通訊傳播委員會、數位發展部、內政部警政署、法務部、文化部、金融監督管理委員會就「非法網站創意私房案件，提出兒少性影像防制具體作為、檢討報告，並就兒童及少年性剝削防制條例修正方向」進行專題報告，並備質詢（113年4月22日、113年4月24日、113年4月25日為一次會）,   253,   346,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/34/LCIDC01_1133401_00004.doc,1101,
113,34,,11,01,13,null,1130425,立法院第11屆第1會期社會福利及衛生環境委員會第13次全體委員會議紀錄,社會福利及衛生環境委員會第13次會議邀請勞動部部長、法務部、原住民族委員會、內政部、衛生福利部就「就業服務法上路逾三十年，針對就業促進、歧視禁止、外國勞動力權益保障等面向進行全面檢視」進行專題報告，並備質詢（113年4月22日、113年4月24日、113年4月25日為一次會）,   347,   424,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/34/LCIDC01_1133401_00005.doc,1101,
113,35,,11,01,15,null,1130429,立法院第11屆第1會期外交及國防委員會第15次全體委員會議紀錄,外交及國防委員會第15次會議邀請國軍退除役官兵輔導委員會主任委員馮世寬報告「退輔會服務照顧及相關救補助精進作為」，並備質詢,   267,   308,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/35/LCIDC01_1133501_00008.doc,1101,
113,35,,11,01,09,null,1130429,立法院第11屆第1會期交通委員會第9次全體委員會議紀錄,交通委員會第9次會議繼續審查行政院函請審議「道路交通管理處罰條例第七條之一、第六十三條及第六十三條之二條文修正草案」案,   309,   334,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/35/LCIDC01_1133501_00009.doc,1101,
113,35,,11,01,18,null,1130429,立法院第11屆第1會期司法及法制委員會第18次全體委員會議紀錄,司法及法制委員會第18次會議審查委員徐巧芯等17人擬具「監察院組織法第三條之一及第三條之二條文修正草案」案,   335,   386,https://ppg.ly.gov.tw/ppg/download/communique1/work/113/35/LCIDC01_1133501_00010.doc,1101,
