comYear,comVolume,comBookId,term,sessionPeriod,sessionTimes,meetingTimes,meetingDate,meetingName,subject,pageStart,pageEnd,docUrl,htmlUrl,selectTerm
103,72,下,08,06,09,null,1031029,黨團協商紀錄(立法院第8屆第6會期第9次會議紀錄),併案協商一、委員鄭天財等18人擬具「公務人員行政中立法第九條條文修正草案」及委員高志鵬等21人擬具「公務人員行政中立法第九條條文修正草案」；二、民進黨黨團擬具「公務人員行政中立法第五條、第九條及第十七條條文修正草案」、委員尤美女等19人擬具「公務人員行政中立法第五條、第九條及第十七條條文修正草案」及委員鄭天財等20人擬具「公務人員行政中立法第十七條條文修正草案」,   431,   436,https://ppg.ly.gov.tw/ppg/download/communique1/work/103/72/LCIDC01_1037203_00009.doc,all,
104,04,,08,06,16,null,1031003,黨團協商紀錄(立法院第8屆第6會期第16次會議紀錄),併案審查行政院函請審議「所得稅法第十五條條文修正草案」暨本院委員盧秀燕等36人、委員許忠信等19人、委員吳秉叡等21人及委員吳秉叡等17人分別擬具「所得稅法第十五條條文修正草案」計5案,   531,   536,https://ppg.ly.gov.tw/ppg/download/communique1/work/104/04/LCIDC01_1040401_00011.doc,all,
104,09,五,08,06,18,null,1031226,黨團協商紀錄(立法院第8屆第6會期第18次會議紀錄),協商「食品安全衛生管理法部分條文修正草案」等8案（(一)委員田秋堇等19人擬具「食品安全衛生管理法部分條文修正草案」、(二)委員黃志雄等19人擬具「食品安全衛生管理法第七條條文修正草案」、(三)委員尤美女等20人擬具「食品安全衛生管理法部分條文修正草案」、(四)委員蔣乃辛等20人擬具「食品安全衛生管理法部分條文修正草案」、(五)委員羅明才等22人擬具「食品安全衛生管理法部分條文修正草案」、(六)委員王育敏等28人擬具「食品安全衛生管理法第二十五條條文修正草案」、(七)委員黃偉哲等16人擬具「食品安全衛生管理法第四十四條及第四十四條之一條文修正草案」、(八)委員呂學樟等17人擬具「食品安全衛生管理法第二十二條條文修正草案」案。）,   143,   156,https://ppg.ly.gov.tw/ppg/download/communique1/work/104/09/LCIDC01_1040905_00005.doc,all,
104,09,五,08,06,18,null,1031229,黨團協商紀錄(立法院第8屆第6會期第18次會議紀錄),一、併案審查行政院函請審議「勞動基準法部分條文修正草案」及委員吳宜臻等24人、委員高志鵬等22人、委員潘孟安等18人分別擬具「勞動基準法第五十六條條文修正草案」、委員孫大千等23人、委員賴士葆等24人、委員謝國樑等20人、委員劉建國等16人、委員羅淑蕾等20人、委員陳根德等20人分別擬具「勞動基準法第二十八條條文修正草案」、委員吳育仁等19人擬具「勞動基準法第二十八條及第七十五條條文修正草案」、委員林淑芬等21人擬具「勞動基準法第二十八條及第七十九條之二條文修正草案」、委員徐少萍等24人擬具「勞動基準法第二十八條及第七十六條之一條文修正草案」、委員王育敏等20人擬具「勞動基準法部分條文修正草案」、委員尤美女等16人、委員魏明谷等17人、委員林世嘉等23人、委員蔣乃辛等23人、委員吳育仁等21人分別擬具「勞動基準法第七十九條條文修正草案」、委員李昆澤等21人擬具「勞動基準法第七十九條及第八十條之一條文修正草案」等20案；二、委員林淑芬等20人、委員李昆澤等28人、委員李應元等28人、委員林世嘉等23人、委員翁重鈞等24人及親民黨團分別擬具「勞動基準法第二十八條條文修正草案」等6案,   157,   176,https://ppg.ly.gov.tw/ppg/download/communique1/work/104/09/LCIDC01_1040905_00006.doc,all,
104,09,五,08,06,18,null,1040105,黨團協商紀錄(立法院第8屆第6會期第18次會議紀錄),併案審查行政院函請審議「圖書館法部分條文修正草案」、委員陳節如等20人擬具「圖書館法第九條條文修正草案」及台灣團結聯盟黨團擬具「圖書館法第十五條條文修正草案」案,   177,   182,https://ppg.ly.gov.tw/ppg/download/communique1/work/104/09/LCIDC01_1040905_00007.doc,all,
104,09,五,08,06,18,null,1040115,黨團協商紀錄(立法院第8屆第6會期第18次會議紀錄),一、審查行政院函請審議「海岸法草案」案；二、審查本院委員邱文彥等67人擬具「海岸管理法草案」案；三、審查本院委員林淑芬等18人擬具「海岸法草案」案,   183,   210,https://ppg.ly.gov.tw/ppg/download/communique1/work/104/09/LCIDC01_1040905_00008.doc,all,
104,11,七,08,06,19,null,1040122,議事錄(立法院第8屆第6會期第19次會議紀錄),一、行政院函請審議「動物保護法部分條文修正草案」、委員徐欣瑩等20人擬具「動物保護法增訂第二十二條之三及第二十五條之二條文草案」、委員黃昭順等26人、委員邱議瑩等25人、委員高志鵬等21人分別擬具「動物保護法部分條文修正草案」、委員趙天麟等24人擬具「動物保護法第五條條文修正草案」、委員潘孟安等17人擬具「動物保護法第十九條、第二十九條及第三十條條文修正草案」、委員黃昭順等22人、委員林岱樺等28人、委員趙天麟等24人、台灣團結聯盟黨團分別擬具「動物保護法部分條文修正草案」、委員呂玉玲等26人擬具「動物保護法第二十五條條文修正草案」、委員蕭美琴等24人擬具「動物保護法部分條文修正草案」、委員黃志雄等21人擬具「動物保護法第二十三條條文修正草案」及委員鄭麗君等22人擬具「動物保護法增訂第十四條之三條文草案」案；二、委員王育敏等22人擬具「動物保護法部分條文修正草案」案,   231,   320,https://ppg.ly.gov.tw/ppg/download/communique1/work/104/11/LCIDC01_1041107_00008.doc,all,
104,11,七,08,06,19,null,1031113,黨團協商紀錄(立法院第8屆第6會期第19次會議紀錄),一、民進黨黨團擬具「飼料管理法部分條文修正草案」、委員趙天麟等21人擬具「飼料管理法第十條條文修正草案」、委員徐少萍等26人擬具「飼料管理法第二十六條條文修正草案」、委員潘維剛等29人擬具「飼料管理法增訂第二十二條之一條文草案」、委員蘇震清等19人擬具「飼料管理法第二十二條之一及第三十一條條文修正草案」及委員孫大千等21人擬具「飼料管理法部分條文修正草案」等案；二、委員劉建國等16人擬具「飼料管理法部分條文修正草案」及行政院函請審議「飼料管理法部分條文修正草案」等2案,   303,   336,https://ppg.ly.gov.tw/ppg/download/communique1/work/104/11/LCIDC01_1041107_00008.doc,all,
104,11,七,08,06,19,null,1031217,黨團協商紀錄(立法院第8屆第6會期第19次會議紀錄),行政院函請審議「貨物稅條例第十七條及第三十六條條文修正草案」、「貨物稅條例第二條、第二十三條及第三十三條條文修正草案」暨本院委員蔡錦隆等22人、委員楊玉欣等37人分別擬具「貨物稅條例第十二條條文修正草案」、委員許添財等20人擬具「貨物稅條例第十七條及第三十六條條文修正草案」、委員丁守中等29人擬具「貨物稅條例第十二條之二條文修正草案」及委員李應元等16人擬具「貨物稅條例第十二條及第十二條之二條文修正草案」案,   337,   348,https://ppg.ly.gov.tw/ppg/download/communique1/work/104/11/LCIDC01_1041107_00009.doc,all,
104,11,七,08,06,19,null,1040105,黨團協商紀錄(立法院第8屆第6會期第19次會議紀錄),併案審查(一)行政院函請審議「兒童及少年性交易防制條例修正草案」、(二)委員陳根德等18人擬具「兒童及少年性交易防制條例第二十九條條文修正草案」、(三)委員邱志偉等20人擬具「兒童及少年性交易防制條例第三十三條條文修正草案」、(四)委員謝國樑等23人擬具「兒童及少年性交易防制條例第十六條、第十七條及第十八條條文修正草案」、(五)委員蔣乃辛等21人擬具「兒童及少年性交易防制條例增訂第二十五條之一及第三十三條之一條文草案」、(六)委員鄭汝芬等22人擬具「兒童及少年性交易防制條例修正草案」、(七)委員吳宜臻等22人擬具「兒童及少年性交易防制條例修正草案」、(八)委員李桐豪等27人擬具「兒童及少年性交易防制條例修正草案」、(九)委員王育敏等33人分別擬具「兒童及少年性交易防制條例修正草案」、(十)委員楊瓊瓔等16人擬具「兒童及少年性交易防制條例第十四條條文修正草案」等10案,   349,   396,https://ppg.ly.gov.tw/ppg/download/communique1/work/104/11/LCIDC01_1041107_00010.doc,all,
