text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"陳建仁
",內文,0.0,0.0,3,1,1,1,0
"
",內文,0.0,0.0,2,1,1,1,0
"
",內文,0.0,0.0,1,2,1,1,0
"行政院秘書長
",內文,0.0,0.0,2,2,1,1,0
"李孟諺
",內文,0.0,0.0,3,2,1,1,0
"
",內文,0.0,0.0,2,2,1,1,0
"
",內文,0.0,0.0,1,3,1,1,0
"行政院發言人
",內文,0.0,0.0,2,3,1,1,0
"林子倫
",內文,0.0,0.0,3,3,1,1,0
"
",內文,0.0,0.0,2,3,1,1,0
"
",內文,0.0,0.0,1,4,1,1,0
"（經濟組）
",內文,0.0,0.0,2,4,1,1,0
"
",內文,0.0,0.0,3,4,1,1,0
"
",內文,0.0,0.0,2,4,1,1,0
"
",內文,0.0,0.0,1,5,1,1,0
"經濟部部長
",內文,0.0,0.0,2,5,1,1,0
"王美花
",內文,0.0,0.0,3,5,1,1,0
"
",內文,0.0,0.0,2,5,1,1,0
"
",內文,0.0,0.0,1,6,1,1,0
"農業部代理部長
",內文,0.0,0.0,2,6,1,1,0
"陳駿季
",內文,0.0,0.0,3,6,1,1,0
"
",內文,0.0,0.0,2,6,1,1,0
"
",內文,10.800000190734863,0.0,1,7,1,1,0
行政院政務委員兼國家發展,內文,10.800000190734863,0.0,2,7,1,1,0
"委員會主任委員
",內文,0.0,0.0,2,7,1,1,0
"龔明鑫
",內文,10.800000190734863,0.0,3,7,1,1,0
"
",內文,0.0,0.0,2,7,1,1,0
"
",內文,0.0,0.0,1,8,1,1,0
"公平交易委員會主任委員
",內文,0.0,0.0,2,8,1,1,0
"李　鎂
",內文,0.0,0.0,3,8,1,1,0
"
",內文,0.0,0.0,2,8,1,1,0
"
",內文,0.0,0.0,1,9,1,1,0
"（財政組）
",內文,0.0,0.0,2,9,1,1,0
"
",內文,0.0,0.0,3,9,1,1,0
"
",內文,0.0,0.0,2,9,1,1,0
"
",內文,0.0,0.0,1,10,1,1,0
"財政部部長
",內文,0.0,0.0,2,10,1,1,0
"莊翠雲
",內文,0.0,0.0,3,10,1,1,0
"
",內文,0.0,0.0,2,10,1,1,0
"
",內文,10.800000190734863,0.0,1,11,1,1,0
金融監督管理委員會,內文,10.800000190734863,0.0,2,11,1,1,0
"主任委員
",內文,0.0,0.0,2,11,1,1,0
"黃天牧
",內文,10.800000190734863,0.0,3,11,1,1,0
"
",內文,0.0,0.0,2,11,1,1,0
"
",內文,0.0,0.0,1,12,1,1,0
"行政院主計總處主計長
",內文,0.0,0.0,2,12,1,1,0
"朱澤民
",內文,0.0,0.0,3,12,1,1,0
"
",內文,0.0,0.0,2,12,1,1,0
"
",內文,0.0,0.0,1,13,1,1,0
"中央銀行總裁
",內文,0.0,0.0,2,13,1,1,0
"楊金龍
",內文,0.0,0.0,3,13,1,1,0
"
",內文,0.0,0.0,2,13,1,1,0
"
",內文,0.0,0.0,1,14,1,1,0
"（教育及文化組）
",內文,0.0,0.0,2,14,1,1,0
"
",內文,0.0,0.0,3,14,1,1,0
"
",內文,0.0,0.0,2,14,1,1,0
"
",內文,0.0,0.0,1,15,1,1,0
"教育部部長
",內文,0.0,0.0,2,15,1,1,0
"潘文忠
",內文,0.0,0.0,3,15,1,1,0
"
",內文,0.0,0.0,2,15,1,1,0
"
",內文,0.0,0.0,1,16,1,1,0
"文化部部長
",內文,0.0,0.0,2,16,1,1,0
"史　哲
",內文,0.0,0.0,3,16,1,1,0
"
",內文,0.0,0.0,2,16,1,1,0
"
",內文,10.800000190734863,0.0,1,17,1,1,0
行政院政務委員兼國家科學,內文,10.800000190734863,0.0,2,17,1,1,0
"及技術委員會主任委員
",內文,0.0,0.0,2,17,1,1,0
"吳政忠
",內文,10.800000190734863,0.0,3,17,1,1,0
"
",內文,0.0,0.0,2,17,1,1,0
"
",內文,0.0,0.0,1,18,1,1,0
"國立故宮博物院院長
",內文,0.0,0.0,2,18,1,1,0
"蕭宗煌
",內文,0.0,0.0,3,18,1,1,0
"
",內文,0.0,0.0,2,18,1,1,0
"
",內文,0.0,0.0,1,19,1,1,0
"（交通組）
",內文,0.0,0.0,2,19,1,1,0
"
",內文,0.0,0.0,3,19,1,1,0
"
",內文,0.0,0.0,2,19,1,1,0
"
",內文,0.0,0.0,1,20,1,1,0
"交通部部長
",內文,0.0,0.0,2,20,1,1,0
"王國材
",內文,0.0,0.0,3,20,1,1,0
"
",內文,0.0,0.0,2,20,1,1,0
"
",內文,0.0,0.0,1,21,1,1,0
"數位發展部部長
",內文,0.0,0.0,2,21,1,1,0
"唐　鳳
",內文,0.0,0.0,3,21,1,1,0
"
",內文,0.0,0.0,2,21,1,1,0
"
",內文,10.800000190734863,0.0,1,22,1,1,0
行政院政務委員兼公共工程,內文,10.800000190734863,0.0,2,22,1,1,0
"委員會主任委員
",內文,0.0,0.0,2,22,1,1,0
"吳澤成
",內文,10.800000190734863,0.0,3,22,1,1,0
"
",內文,0.0,0.0,2,22,1,1,0
"
",內文,10.800000190734863,0.0,1,23,1,1,0
國家通訊傳播委員會,內文,10.800000190734863,0.0,2,23,1,1,0
"主任委員
",內文,0.0,0.0,2,23,1,1,0
"陳耀祥
",內文,10.800000190734863,0.0,3,23,1,2,0
"
",內文,0.0,0.0,2,23,1,1,0
"
",內文,10.800000190734863,0.0,1,24,1,1,0
（列席時間：經濟組：3月15日上午9時1分至9時27分、10時至12時7分、下午2時32分至2時40分,內文,0.0,0.0,2,24,2,1,0
財政組：3月19日上午9時至10時6分,內文,0.0,0.0,2,24,2,1,0
教育及文化組：3月19日上午10時16分至12時9分,內文,0.0,0.0,2,24,2,1,0
"交通組：3月19日下午2時30分至4時6分）
",內文,0.0,0.0,2,24,2,1,0
"
",內文,0.0,0.0,2,24,2,1,0
,內文,0.0,0.0,,,,,
"
主　　席
",內文,0.0,0.0,1,1,1,1,1
"院長
",內文,0.0,0.0,2,1,1,1,1
"韓國瑜
",內文,0.0,0.0,3,1,1,1,1
"
",內文,0.0,0.0,2,1,1,1,1
"列　　席
",內文,0.0,0.0,1,2,1,1,1
"秘書長
",內文,0.0,0.0,2,2,1,1,1
"周萬來
",內文,0.0,0.0,3,2,1,1,1
"
",內文,0.0,0.0,2,2,1,1,1
"記　　錄
",內文,0.0,0.0,1,3,1,1,1
"議事處處長
",內文,0.0,0.0,2,3,1,1,1
"高百祥
",內文,0.0,0.0,3,3,1,1,1
"
",內文,0.0,0.0,2,3,1,1,1
"
",內文,0.0,0.0,1,4,1,1,1
"編審
",內文,0.0,0.0,2,4,1,1,1
"吳秀玲
",內文,0.0,0.0,3,4,1,1,1
"
",內文,0.0,0.0,2,4,1,1,1
"
",內文,0.0,0.0,1,5,1,1,1
"科長
",內文,0.0,0.0,2,5,1,1,1
"黃建福
",內文,0.0,0.0,3,5,1,1,1
"
",內文,0.0,0.0,2,5,1,1,1
"
",內文,0.0,0.0,1,6,1,1,1
"公報處處長
",內文,0.0,0.0,2,6,1,1,1
"秦劍雲
",內文,0.0,0.0,3,6,1,1,1
"
",內文,0.0,0.0,2,6,1,1,1
報告事項,事項標題/內文,10.800000190734863,0.0,,,,,
一、宣讀本院第11屆第1會期第4次會議議事錄。,內文,0.0,0.0,,,,,
決定：確定。,內文,0.0,0.0,,,,,
二、本院委員賴士葆等22人擬具「陸海空軍軍官士官服役條例第三十九條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交外交及國防委員會審查。,內文,0.0,0.0,,,,,
三、本院委員賴士葆等21人擬具「國軍老舊眷村改建條例第三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交外交及國防委員會審查。,內文,0.0,0.0,,,,,
四、本院委員賴士葆等22人擬具「稅捐稽徵法第二十八條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
五、本院委員賴士葆等24人擬具「所得稅法第五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
六、本院委員賴士葆等21人擬具「所得稅法第五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
七、本院委員賴士葆等22人擬具「地方稅法通則第四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政、內政兩委員會審查。,內文,0.0,0.0,,,,,
八、本院委員賴士葆等20人擬具「地方制度法第七條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政、司法及法制兩委員會審查。,內文,0.0,0.0,,,,,
九、本院委員賴士葆等19人擬具「行政罰法第十四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
十、本院委員賴士葆等19人擬具「公務人員退休資遣撫卹法第六十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
十一、本院委員賴士葆等20人擬具「公立學校教職員退休資遣撫卹條例第六十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
十二、本院委員林俊憲等23人擬具「緊急醫療救護法第四十四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
十三、本院委員林俊憲等20人擬具「道路交通管理處罰條例第九十二條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交交通委員會審查。,內文,0.0,0.0,,,,,
十四、本院委員林俊憲等24人擬具「廣播電視法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交交通委員會審查。,內文,0.0,0.0,,,,,
十五、本院委員林俊憲等23人擬具「道路交通管理處罰條例第四十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交交通委員會審查。,內文,0.0,0.0,,,,,
十六、本院委員郭昱晴等16人擬具「野生動物保育法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
十七、本院委員郭昱晴等17人擬具「住宅法第四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
十八、本院委員郭昱晴等17人擬具「性別平等工作法第十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
十九、本院委員郭昱晴等22人擬具「國民年金法第五十四條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
二十、本院委員陳冠廷等16人擬具「身心障礙者權益保障法第三十八條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
二十一、本院委員陳冠廷等20人擬具「身心障礙者權益保障法第二條、第五十三條及第九十九條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
二十二、本院委員邱鎮軍等17人擬具「國民年金法第十五條及第五十四條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
二十三、本院委員鄭天財Sra Kacaw等19人擬具「原住民族工作權保障法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
二十四、本院委員鄭天財Sra Kacaw等17人擬具「地方制度法第三十三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政、司法及法制兩委員會審查。,內文,0.0,0.0,,,,,
二十五、本院委員馬文君等17人擬具「學校供餐法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
二十六、本院委員馬文君等18人擬具「家庭教育法第七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
二十七、本院委員馬文君等16人擬具「老人福利法第二十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
二十八、本院委員馬文君等16人擬具「所得稅法第十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
二十九、本院委員馬文君等17人擬具「中華民國刑法第三百三十九條及第三百三十九條之四條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
三十、本院委員徐富癸等18人擬具「兒童及少年福利與權益保障法第二十四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
三十一、本院委員徐富癸等18人擬具「身心障礙者權益保障法第十條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
三十二、本院委員徐富癸等17人擬具「娛樂稅法第二條及第五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
三十三、本院委員徐富癸等18人擬具「學校衛生法第二十五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
三十四、本院委員張嘉郡等19人擬具「農村再生條例第二條及第七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
三十五、本院委員張嘉郡等20人擬具「老年農民福利津貼暫行條例第四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境、經濟、內政三委員會審查。,內文,0.0,0.0,,,,,
三十六、本院委員張嘉郡等20人擬具「老人福利法第二十二條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
三十七、本院委員張雅琳等19人擬具「國家語言研究發展中心設置條例草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
三十八、本院委員張雅琳等19人擬具「學生輔導法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
三十九、本院委員林楚茵等18人擬具「全民健康保險法第十三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
四十、本院委員林楚茵等18人擬具「人工生殖法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境、司法及法制兩委員會審查。,內文,0.0,0.0,,,,,
四十一、本院委員林楚茵等17人擬具「金融監督管理委員會組織法第二條及第四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、財政兩委員會審查。,內文,0.0,0.0,,,,,
四十二、本院委員林楚茵等17人擬具「銀行法增訂第一百三十三條之二條文草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
四十三、本院委員林楚茵等17人擬具「證券投資人及期貨交易人保護法第十條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
四十四、本院委員王美惠等17人擬具「海洋保育法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
四十五、本院委員王美惠等18人擬具「國民年金法第五十四條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
四十六、本院委員王美惠等17人擬具「老年農民福利津貼暫行條例第四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境、經濟、內政三委員會審查。,內文,0.0,0.0,,,,,
四十七、本院委員王美惠等18人擬具「個人資料保護法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
四十八、本院委員蘇清泉等26人擬具「核子反應器設施管制法第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
四十九、本院委員黃捷等18人擬具「海洋保育法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
五十、本院委員吳思瑤等16人擬具「文化基本法第二十四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
五十一、本院委員吳思瑤等17人擬具「教育基本法第二條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
五十二、本院委員吳思瑤等17人擬具「國立大學校院校務基金設置條例第五條及第七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
五十三、本院委員吳思瑤等16人擬具「教師法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
五十四、本院委員范雲等18人擬具「立法委員行為法第七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
五十五、本院委員顏寬恒等21人擬具「建築法第七十三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
五十六、本院委員顏寬恒等22人擬具「所得稅法第五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
五十七、本院委員羅智強等21人擬具「核子反應器設施管制法第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
五十八、本院委員羅智強等25人擬具「刑事訴訟法第一百十六條之二條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
五十九、本院委員羅智強等27人擬具「中華民國刑法第一百六十一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
六十、本院委員羅智強等29人擬具「中華民國刑法第三百三十九條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
六十一、本院委員羅智強等25人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
六十二、本院委員羅智強等29人擬具「食品安全衛生管理法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
六十三、本院委員陳亭妃等16人擬具「噪音管制法第二十六條及第二十八條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
六十四、本院委員陳亭妃等18人擬具「公平交易法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟委員會審查。,內文,0.0,0.0,,,,,
六十五、本院委員陳亭妃等16人擬具「中華民國刑法第二百七十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
六十六、本院委員陳亭妃等18人擬具「組織犯罪防制條例第四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
六十七、本院委員陳亭妃等17人擬具「消防法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
六十八、本院委員許宇甄等18人擬具「不在籍投票法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
六十九、本院委員羅美玲等18人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
七十、本院委員羅美玲等18人擬具「國籍法增訂第六條之一條文草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
七十一、本院委員羅美玲等21人擬具「國籍法第四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
七十二、本院委員羅美玲等22人擬具「新住民權益保障法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
七十三、本院委員羅美玲等20人擬具「外國專業人才延攬及僱用法第十四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交經濟、社會福利及衛生環境、教育及文化三委員會審查。,內文,0.0,0.0,,,,,
七十四、本院委員魯明哲等24人擬具「公民投票不在籍投票法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
七十五、本院委員魯明哲等23人擬具「所得稅法第十七條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
七十六、本院委員魯明哲等24人擬具「學校供餐法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
七十七、本院委員魯明哲等24人擬具「偏遠地區學校教育發展條例第十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交教育及文化委員會審查。,內文,0.0,0.0,,,,,
七十八、本院委員魯明哲等24人擬具「立法委員互選院長副院長辦法第一條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
七十九、本院委員陳秀寳等21人擬具「教育人員任用條例部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
八十、本院委員陳秀寳等21人擬具「中央廣播電臺設置條例部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
八十一、本院委員陳秀寳等18人擬具「學校法人及其所屬私立學校教職員退休撫卹離職資遣條例第八條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
八十二、本院委員陳秀寳等22人擬具「國家語言研究發展中心設置條例草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
八十三、本院委員陳秀寳等18人擬具「娛樂稅法第二條及第五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交財政委員會審查。,內文,0.0,0.0,,,,,
八十四、本院委員陳秀寳等22人擬具「老年農民福利津貼暫行條例第四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境、經濟、內政三委員會審查。,內文,0.0,0.0,,,,,
八十五、本院委員黃健豪等16人擬具「住宅法第四條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
八十六、本院委員黃健豪等20人擬具「中華民國刑法第二百八十六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
八十七、本院委員黃健豪等19人擬具「中華民國刑法第三百三十九條之四條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制委員會審查。,內文,0.0,0.0,,,,,
八十八、本院委員黃健豪等20人擬具「環境影響評估法第六條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
八十九、本院委員黃健豪等19人擬具「食品安全衛生管理法第五十六條之一條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
九十、本院委員黃健豪等16人擬具「勞工保險條例第六十三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
九十一、本院委員黃健豪等20人擬具「環境基本法第二十三條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
九十二、本院委員黃健豪等17人擬具「氣候變遷因應法第五條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境、經濟、財政、內政、交通、教育及文化六委員會審查。,內文,0.0,0.0,,,,,
九十三、本院委員羅廷瑋等18人擬具「海洋保育法草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交內政委員會審查。,內文,0.0,0.0,,,,,
九十四、本院委員羅廷瑋等16人擬具「學校法人及其所屬私立學校教職員退休撫卹離職資遣條例第八條條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交司法及法制、教育及文化兩委員會審查。,內文,0.0,0.0,,,,,
九十五、本院委員羅廷瑋等16人擬具「身心障礙者權益保障法部分條文修正草案」，請審議案。,內文,0.0,0.0,,,,,
決定：交社會福利及衛生環境委員會審查。,內文,0.0,0.0,,,,,
