text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"第二十五條　　（維持現行法，不予修正）",00000000000000000000,條/內文,0.0,0.0,,,,,
"主席：報告院會，現在依登記順序發言，第一位請登記發言的柯建銘委員發言，並截止發言登記。請大家保持安靜，尊重發言委員，謝謝。請尊重柯建銘總召發言，謝謝大家！",111000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"柯委員建銘：（9時37分）主席、各位委員同仁。本席今天代表民主進步黨向國民黨、向民眾黨、向傅崐萁、向黃國昌，乃至於向韓院長提出最嚴厲的指控！我們今天站在這裡，讓我覺得我們彷彿是在中國人大的大會場，我們彷彿是在香港的立法局。今天占領主席台的不是國民黨也不是民眾黨，是習近平，因為國會已死。我們所要求的就是每一個人都要尊重憲法，沒有一個人可以站在憲法的對立面。所以不管國民黨所提的任何行為，其實都在出賣這個國家，你們已經是賣臺集團，你們可以毀憲亂政，你們可以國會擴權，但是我們要求的是一個民主程序而已，假如沒有民主程序、沒有協商、沒有討論，這個國會已經死亡。",11111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"各位，這是歷史的一刻，這也是國家生死存亡的時刻，我在這個地方要告訴各位，民主的發展是我們的驕傲，我們讓我們的民主能夠再次遂行，這是一個民主的堡壘。我在這裡要對國民黨以及民眾黨提出歷史的三大考問：第一個，我們照程序來，我們絕對少數服從多數，我們表決輸沒有關係，但是程序的正義、依法處理是非常重要的，所以我在這裡要問你們歷史的考問，我們很謙卑的這種要求有這麼困難嗎？有這麼困難嗎？我們可以讓民主在臺灣繼續走下去，我們要求的是一個依法以及程序正義而已，有這麼困難嗎？這是第一個考問。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"第二個，國民黨和民眾黨……不要吵好不好？國民黨和民眾黨，請你們想一想，賣臺何太急？協商以後再表決，我們願賭服輸，少數服從多數，為什麼這麼急呢？是誰交代的？當然是習近平交代的嘛！你要回答這個問題嘛！這是第二個問題。第三個問題我要問你，國民黨、民眾黨你們千辛萬苦來選舉，是要維護民主，要……",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：謝謝柯建銘委員的發言。",111000000000000,內文,0.0,0.0,,,,,
"報告院會，現有國民黨黨團提案停止討論。",00000000000000000000,內文,0.0,0.0,,,,,
"國民黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"案由：建議本條停止討論，逕付表決。是否有當？敬請公決。",0000000000000000000000000000,內文,0.0,0.0,,,,,
"提案人：中國國民黨立法院黨團　林思銘",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：請問院會，有無異議？（有）有異議。現在民進黨黨團反對，我們進行表決，採舉手表決，請議場人員清點人數。",111000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（清點人數）",1111111,內文,0.0,0.0,,,,,
"主席：特別跟院會報告，柯建銘總召要求再繼續發言1分鐘，因為他剛剛講話有一度是被打斷的，我們請柯建銘總召再繼續發言1分鐘，請控制時間，謝謝。",1110000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"柯委員建銘：（9時41分）大家不要吵，好不好？這是一個歷史關鍵時刻，請大家思考，有這麼急嗎？是誰交代的？這個法案可以坐下來協商，一條一條協商完畢，簽名以後表決，我們絕對少數尊重多數、少數服從多數。所以，第一個，我們這種要求有這麼困難嗎？第二個，你們在急什麼？急著賣臺嗎？這是一個歷史的諷刺嘛！全部站在國家對立面啊！然後我要問你們國民黨，你們選立委是在維護國家安全，創造人民的福祉，還是要出賣臺灣？你們要先回答這三個問題啊！你們這三個問題沒有回答，全國人民會站出來的！你們可以沒收國會，但是你沒有辦法沒收民意的，多行不義必自斃！對不對？請國民黨三思，韓院長要三思，這是歷史的時刻。",11111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：再次感謝柯建銘總召的發言。",11100000000000000,內文,0.0,0.0,,,,,
"報告院會，本案上週五經院會主席宣告採用舉手表決，之後民進黨黨團表示異議，經院會表決確定採用舉手表決之後，所以本案後續程序之處理即依上開情況，採用舉手表決。",000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現在清點人數，在場人數109位立委，現有民進黨黨團提議採用點名表決。",0000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本次表決請採「點名表決」。",00000000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：針對是否採用點名表決，現在進行表決，贊成民進黨提案者請舉手。",1110000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，出席109人，贊成者6人，贊成者少數，民進黨黨團提議不通過。",111000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現有民進黨黨團提議要求重付表決。",0000000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：現在進行重付表決。採舉手表決，贊成民進黨提議者請舉手。",1110000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，出席人數109人，贊成48人，贊成者少數，不通過。",1110000000000000000000000000000000,內文,0.0,0.0,,,,,
"（有爭議，要發言！）",00000000000,內文,0.0,0.0,,,,,
"主席：報告院會，現在針對國民黨黨團提議停止討論進行表決。贊成國民黨黨團提議者請舉手。",1110000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"（有爭議，要發言！）",00000000000,內文,0.0,0.0,,,,,
"主席：議事人員，那個舉牌子的不是舉手，不要把他統計在裡面，只有這邊舉手的才是舉手。",111000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，出席109人，贊成者60人，贊成者多數，停止討論通過。",000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現有民進黨黨團提議重付表決。",00000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：現在進行重付表決。採舉手表決，贊成國民黨黨團提議者請舉手。",111000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，現在宣告表決結果：在場人數109人，贊成者60人，贊成者多數，停止討論通過。",11100000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現在針對第二十五條依序進行表決，如果其中有任何一案通過即不再處理他案。",00000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"第二十五條照國民黨黨團、台灣民眾黨黨團共同所提再修正動議條文通過，請問院會，有無異議？（有）有異議，現在進行表決。",0000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現有民進黨黨團提議採用點名表決。",00000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本次表決請採「點名表決」。",00000000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：針對是否採用點名表決進行舉手表決，贊成民進黨黨團提議者請舉手。",11100000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，出席109人，贊成者0人，贊成者少數，民進黨黨團提議不通過。",111000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現有民進黨黨團提議重付表決。",000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：現在進行重付表決，贊成民進黨黨團提議者請舉手。",111000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，在場人數109人，贊成者49人，贊成者少數，民進黨黨團提議不通過。",111000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現在表決第二十五條。採舉手表決，針對國民黨黨團、台灣民眾黨黨團共同所提再修正動議條文，贊成國民黨、台灣民眾黨兩黨團條文者請舉手。",00000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"（現場一片混亂）",111111111,內文,0.0,0.0,,,,,
"主席：報告院會，出席委員人數109人，贊成者60人，贊成者多數。",111000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現有民進黨黨團提議重付表決。",00000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：現在進行重付表決，採舉手表決，贊成國民黨、台灣民眾黨黨團條文者請舉手。",111000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"（賣國賊！代表習近平舉手！）",000000000000000,內文,0.0,0.0,,,,,
"（退回重審！）",00000000,內文,0.0,0.0,,,,,
"主席：報告院會，在場人數109人，贊成者60人，贊成國民黨、台灣民眾黨黨團條文者多數，作以下宣告：第二十五條照國民黨黨團、台灣民眾黨黨團共同所提再修正動議條文通過。",11100000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現有吳思瑤委員提出清點在場人數，連續表決，我們不再予以清查。",000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"依據立法院議事規則第41條，要求清點在場人數。",000000000000000000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"",0,內文,0.0,0.0,,,,,
"主席：報告院會，現有民進黨黨團依據立法院職權行使法第十條規定提議全案重付審查。",1110000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"逐條討論中─提請　全案重付審查",0000000000000000,內文,0.0,0.0,,,,,
"案由：針對本次會議議事日程討論事項第1案，現依「立法院職權行使法」第十條規定，對本案立法之原旨有異議，提請院會將全案重付審查。是否有當，敬請公決。",00000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　",0000000000000000,提案連署人/內文,0.0,0.0,,,,,
"柯建銘　　吳思瑤　　莊瑞雄",00000000000000,委員提案/黨團提案/內文,0.0,0.0,,,,,
"主席：請問院會，對民進黨黨團提案，有無異議？（有）有異議，我們現在針對民進黨黨團提案進行表決。",111000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現有民進黨黨團提議採用點名表決。",00000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本次表決請採「點名表決」。",00000000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：針對是否採用點名表決，現在進行舉手表決，贊成民進黨黨團提議者請舉手。",11100000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"（清點人數！）",00000000,內文,0.0,0.0,,,,,
"主席：報告院會，出席109人，贊成50人，贊成者少數，民進黨黨團提議不通過。",111000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現有民進黨黨團提議重付表決。",000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：我們現在進行重付表決。舉手表決，贊成民進黨黨團提議的請舉手。",1110000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，現在出席委員109人，贊成者50人，贊成者少數，民進黨黨團提議重付表決不通過。",111000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現在針對全案重付審查之提議進行表決。舉手表決，贊成民進黨黨團全案重付審查之提議請舉手。",0000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"（休息協商！）",00000000,內文,0.0,0.0,,,,,
"（退回重審！）",00000000,內文,0.0,0.0,,,,,
"主席：報告院會，出席委員109人，贊成者50人，贊成者少數，民進黨黨團提議不通過。",111000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現有民進黨黨團提議重付表決。",000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：現在進行重付表決。舉手表決，贊成民進黨黨團全案重付審查之提議請舉手。",11100000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"（退回重審！）",00000000,內文,0.0,0.0,,,,,
"主席：報告院會，在場人數109人，表決贊成50人，贊成者少數，民進黨黨團提案不通過。",1110000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（休息協商！）",00000000,內文,0.0,0.0,,,,,
"主席：報告院會，現有柯建銘柯總召特別聲明剛才朝野協商溝通身體不舒服，現在提出要求朝野協商，請各黨團幹部進主席休息室，再次進行協商。",111000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"休息（10時5分）",1100000000,內文,0.0,0.0,,,,,
"繼續開會（10時56分）",1111000000000,內文,0.0,0.0,,,,,
"主席：報告院會，現在繼續開會。現在進行第二十六條。",11100000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，本條國民黨黨團、台灣民眾黨黨團共同所提再修正動議撤案，我們就不再處理。",00000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"請宣讀民進黨黨團再修正動議條文。",00000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團再修正動議：",111111111110,內文,0.0,0.0,,,,,
"第二十六條　　行政院院長、副院長及各部會首長應親自出席立法院院會，並備質詢。因故不能出席者，應於開會前檢送必須請假之理由及行政院院長批准之請假書。",00000000000000000000000000000000000000000000000000000000000000000000000000,條/內文,0.0,0.0,,,,,
"各部會首長因故不能出席，請假時，非政務官之部會副首長不得上發言台備詢，必要時，得提供資料，由行政院院長答復。",0000000000000000000000000000000000000000000000000000000,條文內文/內文,0.0,0.0,,,,,
"主席：現在我們依登記順序發言，第一位我們請鍾佳濱委員發言。",111000000000000000000000000000,內文,0.0,0.0,,,,,
"鍾委員佳濱：（10時57分）在場的委員先進。從週五到現在，事實上不只啦！從本會期開議以來，在司法及法制委員會自從國民黨、民眾黨藍白兩黨送了國會職權行使法號稱國會改革法案以來，我相信在司法及法制委員會很多重要的條文、重要的設計制度都沒有經過討論，尤其是民主進步黨所提的版本，根本沒有討論，就連上週五我們關心的總統國情報告，我相信在場的多數委員可能完全不明白當年在2005年最後一次修憲之後，到底國民大會移交的總統國情報告的權力到了立法院產生了什麼變化？立法院怎麼樣去增訂了立法院職權行使法第十五之一到第十五之四？",1111110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"嚴格來講，當我們說國會擴權的時候，是因為國會利用多數去制定了一個超乎憲法賦予它的權力。我們看到憲法增修條文是在1992年開始，因為第二屆國民大會將被剝奪了總統選舉權，改由總統直選，因此交換條件在憲法增修條文第十一條第三項很清楚地寫了：國民大會每年集會時，得聽取總統國情報告，並檢討國是，提供建言。試想，國民大會的任務就是6年選一次總統，如果不能選總統，它如何集會？在當年的時空背景之下，因此李登輝前總統主導的「一機關、二階段」的修憲，就給了國民大會每年集會，做什麼？聽取總統國情報告，並檢討國是，提供建言。國民大會除了修憲之外，沒有其他的職權，但是到了2005年，國民大會正式走入歷史，這個權力移交給立法院的時候，只剩下聽取總統國情報告，連提供建言、檢討國是都沒有了。試問，一個得聽取總統國情報告這樣的權力，對於立法院擁有預算權、擁有立法權、擁有質詢權的國會，它需要來做什麼？因此在立法院職權行使法第十五條之一到第十五條之四的增修當中，已經暗暗地通過了我們的立法院職權行使法可以做以下的事情，但是今天在第十五條的時候，我要說的是，現在我們討論這二十五條，但是過去的十五條，大家連討論的內容都不清楚，所以我們要建議，所謂的國會擴權不要去逾越憲法設定的。在憲法當中，我們立法院擁有的是調閱權、擁有的是質詢權、擁有的是預算權，我們並沒有擁有其他的權力，因此在增訂調查權、聽證權等權力的時候，我們不能擴權。",000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"主席：謝謝鍾佳濱委員的發言。",111000000000000,內文,0.0,0.0,,,,,
"報告院會，現有國民黨黨團提議停止討論。",00000000000000000000,內文,0.0,0.0,,,,,
"國民黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"案由：",0000,內文,0.0,0.0,,,,,
"建議本條停止討論，逕付表決。是否有當？敬請公決。",0000000000000000000000000,內文,0.0,0.0,,,,,
"提案人：中國國民黨立法院黨團　林思銘",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：請問院會有無異議？（有）有異議，我們進行表決。",111000000000000000000000000,內文,0.0,0.0,,,,,
"現有民進黨黨團提議採用點名表決。",00000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本次表決請採「點名表決」。",00000000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：針對是否採用點名表決，我們現在進行舉手表決。",11100000000000000000000000,內文,0.0,0.0,,,,,
"現在吳思瑤幹事長代表民進黨黨團提出清點人數。",00000000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"依據立法院議事規則第41條，要求清點在場人數。",000000000000000000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：請議場人員再次清點人數。",1110000000000000,內文,0.0,0.0,,,,,
"（清點人數）",1111111,內文,0.0,0.0,,,,,
"（反對密室協商！反對密室協商！）",00000000000000000,內文,0.0,0.0,,,,,
"（黃國昌反對直播協商！黃國昌反對直播協商！）",00000000000000000000000,內文,0.0,0.0,,,,,
"主席：報告院會，重新清點人數，在場委員人數108人。現在進行舉手表決，贊成民進黨所提議點名表決者請舉手。",11100000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，現在宣布表決結果：在場人數108人，贊成48人，贊成者少數，民進黨黨團提議不通過。",11100000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現有民進黨黨團提議重付表決。",00000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：我們現在進行重付表決，贊成民進黨黨團提議者請舉手。",11100000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"（反黑箱！）",0000000,內文,0.0,0.0,,,,,
"（黃國昌！搞黑箱！）",00000000000,內文,0.0,0.0,,,,,
"主席：報告院會，在場108人，贊成48人，贊成者少數，民進黨黨團提議不通過。",111000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現在針對國民黨黨團提議停止討論進行表決。贊成國民黨黨團提議請舉手。",0000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"（現場一片混亂）",111111111,內文,0.0,0.0,,,,,
"主席：報告院會，出席人數108人，贊成59人，贊成者多數，停止討論通過。",1110000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現有民進黨黨團提議重付表決。",00000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111110,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
