text,style,space_before,space_after,col_id,row_id,cell_width,cell_height,cell_id
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：現在進行舉手重付表決。贊成民進黨黨團提議者請舉手。",11100000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，再次報告表決結果：出席111位委員，贊成者49位，贊成者少數，民進黨黨團提議不通過。",111000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現在表決主席之宣告。贊成主席宣告者請舉手，舉一隻手、不要舉兩隻手。現在開始表決。",0000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，現在宣布表決結果：出席委員111人，贊成60位委員。",11100000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現有民進黨黨團提議重付表決。",00000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111111,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：我們現在進行舉手重付表決。贊成主席宣告者請舉手。",1110000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，報告重付表決結果：出席111位，贊成60位，贊成者多數，主席宣告通過。",11100000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現在針對國民黨、台灣民眾黨兩黨團一併退回報告事項等案進行表決，進行舉手表決，再次拜託大家，舉一隻手。",00000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現有民進黨黨團提議採用點名表決。",00000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111111,內文,0.0,0.0,,,,,
"本次表決請採「點名表決」。",00000000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：針對是否採用點名表決，現在進行舉手表決，贊成民進黨黨團提議請舉一隻手，現在表決開始。",1110000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，出席人數111位，贊成者49位，贊成者少數。",1110000000000000000000000000000,內文,0.0,0.0,,,,,
"現有民進黨黨團提議重付表決。",000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111111,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：現在進行重付表決，舉手表決，贊成民進黨黨團提議者，請舉手。",111000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，報告重付表決結果：出席111位，贊成者49位，贊成者少數，民進黨黨團提議不通過。",1110000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，我們再次清點人數。",000000000000000,內文,0.0,0.0,,,,,
"拜託所有委員，請大家站好，我們再次清點人數，請議事人員再次清點。",000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（清點人數）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，再次報告我們再次清點人數，現在在場委員111位。",111000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現在針對國民黨黨團、台灣民眾黨黨團提議一併退回進行舉手表決。贊成國民黨黨團、台灣民眾黨黨團提議一併退回者請舉手。",00000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，現在報告表決結果：出席委員111人，贊成60人，贊成者多數。",111000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現有民進黨黨團提出重付表決。",000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111111,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：現在進行重付表決，贊成國民黨黨團、台灣民眾黨黨團提議一併退回者請舉手。",111000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，宣布重付表決結果：出席111人，贊成59人，贊成者多數，國民黨黨團、台灣民眾黨黨團提議通過。報告事項第二案至第二七九案及質詢事項均退回程序委員會重新提出。",11100000000000000000000000000000000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，在進行討論事項之前，我們先處理變更議程之提議，並截止收案。",00000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現在我們處理國民黨黨團提議變更一案，請議事人員宣讀提議內容。",0000000000000000000000000000000,內文,0.0,0.0,,,,,
"國民黨黨團提案：",111111111,內文,0.0,0.0,,,,,
"案由：本院中國國民黨立法院黨團針對第11屆第1會期第15次會議討論事項議案僅限列如下表，是否有當？敬請公決。",0000000000000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"提案人：中國國民黨立法院黨團",000000000000000,提案連署人/內文,0.0,0.0,,,,,
"傅崐萁　　洪孟楷　　林思銘",00000000000000,委員提案/黨團提案/內文,0.0,0.0,,,,,
,0,內文,0.0,0.0,,,,,
第11屆第1會期第15次院會討論事項建議表,0000000000000000000000,內文,5.25,5.25,1,1,2,1,0
,,內文,0.0,0.0,,,,,
案號,00,表格第一列(文字分散)/內文,0.0,0.0,1,2,1,1,0
案名,00,表格第一列(文字分散)/內文,0.0,0.0,2,2,1,1,0
,,內文,0.0,0.0,2,2,1,1,0
1.,00,表格內文頂頭/內文,0.0,0.0,1,3,1,1,0
"(一)本院司法及法制委員會報告併案審查台灣民眾黨黨團、委員楊瓊瓔等20人、委員傅崐萁等52人、委員傅崐萁等52人分別擬具「立法院職權行使法部分條文修正草案」、委員翁曉玲等16人擬具「立法院職權行使法第十五條、第二十九條及第四十四條條文修正草案」、委員傅崐萁等52人、委員翁曉玲等16人分別擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」、委員吳宗憲等16人擬具「立法院職權行使法部分條文修正草案」、委員吳宗憲等17人擬具「立法院職權行使法第十七條條文修正草案」、委員吳宗憲等17人擬具「立法院職權行使法部分條文修正草案」、委員吳宗憲等16人擬具「立法院職權行使法第十五條之一、第十五條之二及第十五條之四條文修正草案」、委員賴瑞隆等17人擬具「立法院職權行使法第十五條之二條文修正草案」、委員賴士葆等20人擬具「立法院職權行使法增訂部分條文草案」、委員吳宗憲等18人擬具「立法院職權行使法第二十五條及第二十六條條文修正草案」及委員翁曉玲等18人擬具「立法院職權行使法第二十五條條文修正草案」案。",00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,3,1,1,0
"(二)本院委員羅智強等31人擬具「立法院職權行使法第二十二條、第二十三條及第二十八條條文修正草案」，請審議案。",00000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,3,1,1,0
"(三)本院委員羅智強等16人擬具「立法院職權行使法部分條文修正草案」，請審議案。",00000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,3,1,1,0
"(四)本院委員呂玉玲等17人擬具「立法院職權行使法第十五條之一條文修正草案」，請審議案。",000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,3,1,1,0
"(五)本院委員呂玉玲等16人擬具「立法院職權行使法增訂第二十八條之三及第二十八條之四條文草案」，請審議案。",000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,3,1,1,0
"(六)本院委員鄭天財Sra Kacaw等19人擬具「立法院職權行使法部分條文修正草案」，請審議案。",00000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,3,1,1,0
"(七)本院委員翁曉玲等17人擬具「立法院職權行使法部分條文修正草案」，請審議案。",00000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,3,1,1,0
(八)本院委員羅智強等22人擬具「立法院職權行使法第二十五條條文修正草案」，請審議案。,0000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,3,1,1,0
,,內文,0.0,0.0,2,3,1,1,0
2.,00,表格內文頂頭/內文,0.0,0.0,1,4,1,1,0
本院司法及法制委員會報告併案審查委員傅崐萁等52人擬具「中華民國刑法增訂第五章之一章名、第一百四十一條之一及第一百四十一條之二條文草案」及委員翁曉玲等19人擬具「中華民國刑法增訂第一百四十條之一條文草案」案。,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,4,1,1,0
,,內文,0.0,0.0,2,4,1,1,0
3.,00,表格內文頂頭/內文,0.0,0.0,1,5,1,1,0
本院委員傅崐萁等52人擬具「立法院組織法第三條條文修正草案」。,0000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,5,1,1,0
,,內文,0.0,0.0,2,5,1,1,0
4.,00,表格內文頂頭/內文,0.0,0.0,1,6,1,1,0
本院司法及法制委員會報告併案審查委員羅智強等20人擬具「立法委員互選院長副院長辦法第一條條文修正草案」、台灣民眾黨黨團擬具「立法委員互選院長副院長辦法第一條及第一條之一條文修正草案」及委員魯明哲等24人擬具「立法委員互選院長副院長辦法第一條條文修正草案」案。,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,6,1,1,0
,,內文,0.0,0.0,2,6,1,1,0
5.,00,表格內文頂頭/內文,0.0,0.0,1,7,1,1,0
本院社會福利及衛生環境委員會報告併案審查行政院函請審議、委員邱議瑩等25人擬具「再生醫療法草案」、委員謝衣鳯等19人擬具「再生醫療發展法草案」、委員羅廷瑋等21人、委員黃秀芳等18人、委員王正旭等20人、台灣民眾黨黨團、委員陳菁徽等19人及委員楊瓊瓔等25人分別擬具「再生醫療法草案」案。,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,7,1,1,0
,,內文,0.0,0.0,2,7,1,1,0
6.,00,表格內文頂頭/內文,0.0,0.0,1,8,1,1,0
本院社會福利及衛生環境委員會報告併案審查行政院函請審議、委員邱議瑩等25人擬具「再生醫療製劑條例草案」、委員謝衣鳯等18人、委員羅廷瑋等21人、委員劉建國等17人分別擬具「再生醫療製劑管理條例草案」、委員黃秀芳等18人、委員王正旭等20人、台灣民眾黨黨團及委員楊瓊瓔等26人分別擬具「再生醫療製劑條例草案」案。,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,8,1,1,0
,,內文,0.0,0.0,2,8,1,1,0
7.,00,表格內文頂頭/內文,0.0,0.0,1,9,1,1,0
本院內政委員會報告併案審查委員楊瓊瓔等20人、委員黃捷等22人、委員吳沛憶等20人、委員羅智強等25人、委員羅美玲等18人、委員呂玉玲等19人、委員吳思瑤等17人、委員李柏毅等17人、委員徐巧芯等28人、委員莊瑞雄等18人、委員林思銘等26人、委員王美惠等17人、委員蔡易餘等19人、委員范雲等17人、委員黃秀芳等19人、委員鍾佳濱等27人、委員伍麗華Saidhai Tahovecahe等17人、委員陳素月等21人、委員洪申翰等16人、委員李彥秀等20人、委員劉建國等16人、委員鄭正鈐等18人、委員陳培瑜等21人、委員王育敏等16人分別擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條條文修正草案」、委員鄭天財Sra Kacaw等19人擬具「地方民意代表費用支給及村里長事務補助費補助條例部分條文修正草案」、委員陳超明等18人、委員黃健豪等17人分別擬具「地方民意代表費用支給及村里長事務補助費補助條例增訂第七條之一條文草案」、委員高金素梅等29人、委員許宇甄等16人、委員吳琪銘等18人、委員王美惠等21人分別擬具「地方民意代表費用支給及村里長事務補助費補助條例第七條條文修正草案」、委員盧縣一等19人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條、第七條及第九條條文修正草案」、委員陳瑩等17人擬具「地方民意代表費用支給及村里長事務補助費補助條例第五條、第六條及第七條條文修正草案」、委員徐欣瑩等19人擬具「地方民意代表費用支給及村里長事務補助費補助條例第三條及第六條條文修正草案」、委員黃建賓等17人擬具「地方民意代表費用支給及村里長事務補助費補助條例第六條及第七條條文修正草案」、委員高金素梅等22人擬具「地方民意代表費用支給及村里長事務補助費補助條例第八條條文修正草案」及委員陳素月等22人擬具「地方民意代表費用支給及村里長事務補助費補助條例第五條附表修正草案」案。,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,9,1,1,0
,,內文,0.0,0.0,2,9,1,1,0
8.,00,表格內文頂頭/內文,0.0,0.0,1,10,1,1,0
本院國民黨黨團，建請院會作成決議：「邀請行政院院長率同相關部會首長就『民進黨政府錯誤能源政策及重新檢討電價審議機制、電網建設與能源配比』進行專案報告並備質詢。」是否有當？請公決案。,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,10,1,1,0
,,內文,0.0,0.0,2,10,1,1,0
9.,00,表格內文頂頭/內文,0.0,0.0,1,11,1,1,0
"(一)本院內政、經濟兩委員會報告併案審查委員高金素梅等19人擬具「原住民保留地禁伐補償條例第六條條文修正草案」、委員鄭天財Sra Kacaw等18人擬具「原住民保留地禁伐補償條例第五條及第六條條文修正草案」、委員盧縣一等19人及委員伍麗華Saidhai Tahovecahe等16人分別擬具「原住民保留地禁伐補償條例第三條及第六條條文修正草案」案。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,11,1,1,0
(二)本院委員陳瑩等20人擬具「原住民保留地禁伐補償條例第六條條文修正草案」，請審議案。,00000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,11,1,1,0
,,內文,0.0,0.0,2,11,1,1,0
10.,000,表格內文頂頭/內文,0.0,0.0,1,12,1,1,0
"(一)本院經濟委員會報告併案審查行政院函請審議「中小企業發展條例部分條文修正草案」、委員柯志恩等17人、委員賴士葆等19人、委員楊瓊瓔等16人、國民黨黨團、委員郭國文等19人分別擬具「中小企業發展條例第三十六條之二條文修正草案」、委員楊瓊瓔等16人擬具「中小企業發展條例增訂第三十六條之四條文草案」、台灣民眾黨黨團、委員邱議瑩等29人分別擬具「中小企業發展條例部分條文修正草案」、委員張智倫等19人及委員王世堅等16人分別擬具「中小企業發展條例第三十五條、第三十六條之二及第四十條條文修正草案」案。",0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,12,1,1,0
"(二)本院委員鄭天財Sra Kacaw等17人擬具「中小企業發展條例部分條文修正草案」，請審議案。",00000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,12,1,1,0
"(三)本院委員牛煦庭等20人擬具「中小企業發展條例部分條文修正草案」，請審議案。",00000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,12,1,1,0
"(四)本院委員何欣純等17人擬具「中小企業發展條例第三十六條之二條文修正草案」，請審議案。",0000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,12,1,1,0
"(五)本院委員賴瑞隆等17人擬具「中小企業發展條例部分條文修正草案」，請審議案。",00000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,12,1,1,0
(六)本院委員謝衣鳯等22人擬具「中小企業發展條例第三十六條之二條文修正草案」，請審議案。,000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,12,1,1,0
,,內文,0.0,0.0,2,12,1,1,0
11.,000,表格內文頂頭/內文,0.0,0.0,1,13,1,1,0
本院台灣民眾黨黨團，建請院會作成決議：「邀請行政院院長率同相關部會首長就：一、如何改善跨部會的『食品雲』系統登載率極低之問題；二、如何有效解決近期系統性食安問題，以確保國人安全健康等相關事宜進行專案報告並備質詢。」是否有當？請公決案。,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,13,1,1,0
,,內文,0.0,0.0,2,13,1,1,0
12.,000,表格內文頂頭/內文,0.0,0.0,1,14,1,1,0
本院委員翁曉玲等35人，有鑑於郭國文委員搶奪周萬來秘書長議事本等物品，並拉扯其衣物、眼鏡，險些將之推倒在地，致秘書長受傷驚恐。此舉不僅違反立法委員行為法第七條第一項第五款，立法委員應秉持理性問政，共同維護議場秩序，不得有暴力之肢體動作之規定，更有違反刑法第一百三十五條妨礙公務罪、第三百零四條強制罪等罪之虞，應予以嚴正譴責！爰提案將郭國文委員移送紀律委員會，處以最嚴厲處罰，以維護本院議事紀律與人員安全。是否有當？敬請公決。,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,表格內文頂頭/內文,0.0,0.0,2,14,1,1,0
,,內文,0.0,0.0,2,14,1,1,0
"主席：請問院會，對本案有無異議？（有）有異議，我們進行表決。",1110000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現有民進黨黨團提議採用點名表決。",0000000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111111,內文,0.0,0.0,,,,,
"本次表決請採「點名表決」。",00000000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：針對是否採用點名表決，我們現在進行舉手表決。贊成民進黨黨團提議者請舉手。",1110000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，報告表決結果：出席111人，贊成者50人，贊成者少數。",111000000000000000000000000000000000,內文,0.0,0.0,,,,,
"現有民進黨黨團提議重付表決。",000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111111,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：我們現在進行重付表決舉手表決。贊成民進黨黨團提議者請舉手。",111000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，報告重付表決結果：出席111位，贊成49位，贊成者少數，民進黨黨團提議不通過。",111000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現在表決國民黨黨團變更議程之提議。贊成國民黨黨團提議者請舉手。",0000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，報告表決結果：現場委員111位，贊成者60位，贊成者多數。",11100000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現有民進黨黨團提議重付表決。",00000000000000000000,內文,0.0,0.0,,,,,
"民進黨黨團提案：",111111111,內文,0.0,0.0,,,,,
"本案請重付表決。",000000000,內文,0.0,0.0,,,,,
"提案人：民主進步黨立法院黨團　吳思瑤",0000000000000000000,提案連署人/內文,0.0,0.0,,,,,
"主席：現在進行舉手重付表決，贊成國民黨黨團變更議程提議者請舉手。",111000000000000000000000000000000,內文,0.0,0.0,,,,,
"（進行表決）",1111111,內文,0.0,0.0,,,,,
"主席：報告院會，現在宣告表決結果：出席111位，贊成者60位，贊成者多數，國民黨黨團提議照案通過。",11100000000000000000000000000000000000000000000000,內文,0.0,0.0,,,,,
"報告院會，現在變更議程均已處理完畢。",0000000000000000000,內文,0.0,0.0,,,,,
"現在進行討論事項第一案。",0000000000000,內文,0.0,0.0,,,,,
"討　論　事　項",00000000,討論事項(標題)/內文,0.0,0.0,,,,,
